customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,avg_order_value,avg_monthly_spend
261,AW00011260,Katelyn Kelly,,50 and above,New,2013-06-23,156,2,81,5,5,4,40.5,20.25
262,AW00011261,Stephanie Collins,,50 and above,VIP,2013-12-23,150,3,6650,4,4,27,2216.67,246.3
263,AW00011262,Jennifer Simmons,,50 and above,New,2014-01-22,149,27,1124,63,26,11,41.63,102.18
264,AW00011263,Trinity Richardson,,50 and above,VIP,2013-12-10,150,3,6753,9,9,28,2251.0,241.18
265,AW00011264,Eduardo Martin,,50 and above,New,2013-11-30,151,2,3182,8,8,10,1591.0,318.2
266,AW00011265,Elizabeth Jones,,50 and above,New,2013-01-03,161,1,2352,3,3,0,2352.0,2352.0
267,AW00011266,Taylor Howard,,50 and above,VIP,2013-01-20,161,2,5922,5,5,16,2961.0,370.13
268,AW00011267,David Diaz,,50 and above,VIP,2013-01-07,161,2,5943,5,5,16,2971.5,371.44
269,AW00011268,Katelyn Carter,,50 and above,New,2013-11-16,151,2,98,5,5,6,49.0,16.33
270,AW00011269,Ryan Foster,,50 and above,New,2013-09-10,153,2,42,3,3,1,21.0,42.0
271,AW00011270,Robert Lee,,50 and above,VIP,2013-01-07,161,2,5984,5,5,16,2992.0,374.0
272,AW00011271,Danielle Reed,,50 and above,VIP,2013-01-22,161,2,5973,5,5,16,2986.5,373.31
273,AW00011272,Lauren Martinez,,50 and above,VIP,2013-01-13,161,2,5975,4,4,16,2987.5,373.44
274,AW00011273,Nathan Lal,,50 and above,New,2013-05-23,157,2,273,8,8,0,136.5,273.0
275,AW00011274,Kyle Foster,,50 and above,VIP,2013-02-24,160,2,5888,4,4,18,2944.0,327.11
276,AW00011275,Jenny Rai,,50 and above,VIP,2013-01-12,161,2,5955,4,4,17,2977.5,350.29
277,AW00011276,Nancy Chapman,,50 and above,Regular,2014-01-22,149,27,987,57,22,12,36.56,82.25
278,AW00011277,Charles Jackson,,50 and above,New,2014-01-16,149,27,1434,65,26,11,53.11,130.36
279,AW00011278,Jonathan Phillips,,50 and above,VIP,2013-01-03,161,2,5908,3,3,16,2954.0,369.25
280,AW00011279,Amanda Cook,,50 and above,New,2013-06-22,156,2,44,4,3,3,22.0,14.67
281,AW00011280,Robert Collins,,50 and above,New,2013-08-08,154,2,77,4,4,1,38.5,77.0
282,AW00011281,Megan Barnes,,50 and above,VIP,2013-01-11,161,2,5921,5,5,16,2960.5,370.06
283,AW00011282,Christian Thomas,,50 and above,VIP,2013-01-02,161,2,5999,6,6,17,2999.5,352.88
284,AW00011283,Arturo Lal,,50 and above,New,2013-08-28,154,2,44,4,3,3,22.0,14.67
285,AW00011284,Theresa Serrano,,50 and above,New,2013-05-02,157,2,55,5,3,3,27.5,18.33
286,AW00011285,Jeremy Anderson,,50 and above,New,2013-10-26,152,2,128,5,5,3,64.0,42.67
287,AW00011286,Hunter Griffin,,50 and above,VIP,2013-01-20,161,2,5954,5,5,16,2977.0,372.13
288,AW00011287,Henry Garcia,,50 and above,Regular,2014-01-28,149,27,1165,62,23,12,43.15,97.08
289,AW00011288,Cindy Sanchez,,50 and above,New,2013-08-21,154,2,77,4,4,5,38.5,15.4
290,AW00011289,Maria Carter,,50 and above,VIP,2013-01-16,161,2,5905,5,5,16,2952.5,369.06
291,AW00011290,Katelyn Sanchez,,50 and above,VIP,2013-01-27,161,2,5933,3,3,16,2966.5,370.81
292,AW00011291,Jenna Wright,,50 and above,VIP,2013-01-19,161,2,5873,2,2,16,2936.5,367.06
293,AW00011292,Seth Phillips,,50 and above,VIP,2012-12-31,162,2,5910,5,5,15,2955.0,394.0
294,AW00011293,Luke Long,,50 and above,New,2013-03-15,159,2,85,5,5,1,42.5,85.0
295,AW00011294,Dalton Clark,,50 and above,New,2014-01-03,149,2,42,3,3,4,21.0,10.5
296,AW00011295,Taylor Lewis,,50 and above,VIP,2013-01-09,161,2,6058,5,5,16,3029.0,378.63
297,AW00011296,Haley Richardson,,50 and above,VIP,2013-01-29,161,2,5897,4,4,16,2948.5,368.56
298,AW00011297,Noah Coleman,,50 and above,VIP,2013-02-20,160,2,5948,5,5,17,2974.0,349.88
299,AW00011298,Jon Luo,,50 and above,VIP,2013-02-21,160,2,5922,5,5,17,2961.0,348.35
300,AW00011299,Orlando Vazquez,,50 and above,VIP,2013-02-24,160,2,6015,4,4,17,3007.5,353.82
301,AW00011300,Fernando Barnes,,50 and above,New,2013-12-31,150,27,1499,67,28,11,55.52,136.27
302,AW00011301,Cameron Rodriguez,,50 and above,New,2013-10-11,152,2,131,5,5,4,65.5,32.75
303,AW00011302,Spencer Russell,,50 and above,VIP,2013-02-02,160,2,5938,5,5,17,2969.0,349.29
304,AW00011303,Julia Coleman,,50 and above,VIP,2013-02-23,160,2,5875,3,3,17,2937.5,345.59
305,AW00011304,Julia Garcia,,50 and above,New,2013-04-22,158,2,122,5,5,1,61.0,122.0
306,AW00011305,Sean Evans,,50 and above,New,2013-08-04,154,2,77,4,4,5,38.5,15.4
307,AW00011306,Micah Zhou,,50 and above,New,2013-09-07,153,2,42,3,3,3,21.0,14.0
308,AW00011307,Hunter Rodriguez,,50 and above,VIP,2013-02-08,160,2,5964,5,5,17,2982.0,350.82
309,AW00011308,Ian Gonzales,,50 and above,New,2014-01-15,149,2,94,4,4,4,47.0,23.5
310,AW00011309,Victoria Lewis,,50 and above,New,2014-01-05,149,2,42,3,3,6,21.0,7.0
311,AW00011310,Erin Sanders,,50 and above,New,2013-12-24,150,2,77,4,4,4,38.5,19.25
312,AW00011311,Gabrielle Lopez,,50 and above,New,2013-09-13,153,2,77,4,4,5,38.5,15.4
313,AW00011312,Sara Richardson,,50 and above,New,2013-06-02,156,2,42,3,3,1,21.0,42.0
314,AW00011313,Trevor Jenkins,,50 and above,New,2013-11-26,151,2,44,4,3,6,22.0,7.33
315,AW00011314,Mya Flores,,50 and above,New,2013-12-03,150,2,47,4,3,10,23.5,4.7
316,AW00011315,Hailey Ward,,50 and above,New,2013-12-17,150,2,42,3,3,7,21.0,6.0
317,AW00011316,Luke Allen,,50 and above,New,2013-01-12,161,1,2350,2,2,0,2350.0,2350.0
318,AW00011317,Victoria Russell,,50 and above,VIP,2013-02-18,160,2,5873,2,2,17,2936.5,345.47
319,AW00011318,Jessica Wilson,,50 and above,New,2013-11-08,151,2,44,4,3,1,22.0,44.0
320,AW00011319,Jade Bailey,,50 and above,VIP,2013-02-24,160,2,5930,4,4,17,2965.0,348.82
321,AW00011320,Morgan Hill,,50 and above,New,2013-08-19,154,2,72,5,5,2,36.0,36.0
322,AW00011321,Terrance Raman,,50 and above,New,2013-05-28,157,2,37,2,2,3,18.5,12.33
323,AW00011322,Sydney Garcia,,50 and above,New,2013-05-21,157,2,44,4,3,2,22.0,22.0
324,AW00011323,Jose Patterson,,50 and above,VIP,2013-01-30,161,2,6074,6,6,16,3037.0,379.63
325,AW00011324,Zachary Anderson,,50 and above,VIP,2013-02-05,160,2,5945,4,4,17,2972.5,349.71
326,AW00011325,Elijah Ross,,50 and above,VIP,2013-01-31,161,2,6044,7,7,16,3022.0,377.75
327,AW00011326,Rafael Xie,,50 and above,VIP,2013-02-20,160,2,5948,5,5,17,2974.0,349.88
328,AW00011327,Jaime Moreno,,50 and above,VIP,2013-02-01,160,2,5915,5,5,17,2957.5,347.94
329,AW00011328,Julian Griffin,,50 and above,New,2013-04-07,158,2,4718,4,4,3,2359.0,1572.67
330,AW00011329,Andy Alvarez,,50 and above,VIP,2013-02-10,160,2,5898,2,2,17,2949.0,346.94
331,AW00011330,Ryan Thompson,,50 and above,New,2014-01-22,149,27,1134,57,24,11,42.0,103.09
332,AW00011331,Samantha Jenkins,,50 and above,New,2014-01-24,149,27,1327,58,24,11,49.15,120.64
333,AW00011332,Deanna Ramos,,50 and above,VIP,2013-01-06,161,2,5755,3,3,15,2877.5,383.67
334,AW00011333,Emily Miller,,50 and above,VIP,2013-07-14,155,3,8163,6,6,28,2721.0,291.54
335,AW00011334,Nicole Brown,,50 and above,VIP,2013-07-27,155,3,8154,6,6,28,2718.0,291.21
336,AW00011335,Carla Raman,,50 and above,VIP,2013-01-04,161,2,5744,4,4,15,2872.0,382.93
337,AW00011336,Shaun Raji,,50 and above,New,2013-01-05,161,2,4441,5,5,4,2220.5,1110.25
338,AW00011337,Jerome Romero,,50 and above,VIP,2013-07-19,155,3,8162,8,7,28,2720.67,291.5
339,AW00011338,Frank Navarro,,50 and above,VIP,2012-12-30,162,2,5745,5,5,14,2872.5,410.36
340,AW00011339,Dennis She,,50 and above,New,2013-01-25,161,2,4379,3,3,3,2189.5,1459.67
341,AW00011340,Melody Munoz,,50 and above,New,2013-01-02,161,2,4413,5,5,3,2206.5,1471.0
342,AW00011341,Randy Zeng,,50 and above,VIP,2013-07-19,155,3,8192,8,8,27,2730.67,303.41
343,AW00011342,Marshall Wang,,50 and above,New,2013-07-12,155,1,49,3,3,0,49.0,49.0
344,AW00011343,Arthur Carlson,,50 and above,VIP,2013-07-24,155,3,8222,9,9,27,2740.67,304.52
345,AW00011344,Jessie Jimenez,,50 and above,VIP,2013-07-23,155,3,8119,7,7,26,2706.33,312.27
346,AW00011345,Robin Ramos,,50 and above,New,2012-12-31,162,2,4404,3,3,2,2202.0,2202.0
347,AW00011346,Deanna Gutierrez,,50 and above,New,2013-02-11,160,2,4503,7,7,4,2251.5,1125.75
348,AW00011347,Roy Navarro,,50 and above,New,2013-03-16,159,1,14,2,2,0,14.0,14.0
349,AW00011348,Shawn Rai,,50 and above,New,2013-03-31,159,1,68,3,3,0,68.0,68.0
350,AW00011349,Mindy Luo,,50 and above,New,2014-01-13,149,1,68,3,3,0,68.0,68.0
351,AW00011350,Cara Zhou,,50 and above,New,2013-02-05,160,1,38,3,3,0,38.0,38.0
352,AW00011351,Anne Ramos,,50 and above,VIP,2013-08-28,154,3,8068,5,5,26,2689.33,310.31
353,AW00011352,Raymond Rodriguez,,50 and above,New,2013-05-01,157,1,14,2,2,0,14.0,14.0
354,AW00011353,Carrie Ortega,,50 and above,VIP,2013-08-08,154,3,8078,6,6,26,2692.67,310.69
355,AW00011354,Deanna Suarez,,50 and above,New,2013-12-03,150,1,23,3,3,0,23.0,23.0
356,AW00011355,Roberto Gutierrez,,50 and above,New,2013-09-26,153,1,14,2,2,0,14.0,14.0
357,AW00011356,Terrence Carson,,50 and above,VIP,2013-10-31,152,3,5069,8,8,29,1689.67,174.79
358,AW00011357,Ramon Ye,,50 and above,Regular,2013-10-29,152,3,4943,5,5,28,1647.67,176.54
359,AW00011358,Cynthia Malhotra,,50 and above,VIP,2013-11-14,151,3,5034,8,8,29,1678.0,173.59
360,AW00011359,Jarrod Prasad,,50 and above,Regular,2013-12-04,150,3,4959,8,8,30,1653.0,165.3
361,AW00011360,Tyrone Serrano,,50 and above,VIP,2013-12-22,150,3,5025,6,6,30,1675.0,167.5
362,AW00011361,Cindy Ramos,,50 and above,New,2013-11-24,151,2,115,4,4,1,57.5,115.0
363,AW00011362,Damien Shan,,50 and above,New,2013-09-24,153,2,77,3,3,6,38.5,12.83
364,AW00011363,Julian Ross,,50 and above,VIP,2013-12-18,150,3,5035,5,5,30,1678.33,167.83
365,AW00011364,Jennifer Collins,,50 and above,Regular,2013-12-26,150,3,4921,4,4,30,1640.33,164.03
366,AW00011365,Brittney Sun,,50 and above,VIP,2013-12-22,150,3,5024,7,7,31,1674.67,162.06
367,AW00011366,Virginia Patel,,50 and above,New,2013-08-15,154,2,77,3,3,2,38.5,38.5
368,AW00011367,Calvin Nara,,50 and above,New,2013-11-25,151,2,86,4,4,4,43.0,21.5
369,AW00011368,Edward Miller,,50 and above,VIP,2013-12-01,150,3,5105,11,11,30,1701.67,170.17
370,AW00011369,Ashlee Tang,,50 and above,New,2013-12-27,150,2,119,4,4,5,59.5,23.8
371,AW00011370,Alicia Xu,,50 and above,New,2013-10-01,152,2,80,3,3,3,40.0,26.67
372,AW00011371,Lacey Jai,,50 and above,New,2013-12-28,150,2,75,2,2,1,37.5,75.0
373,AW00011372,Wendy Romero,,50 and above,Regular,2013-12-14,150,3,4965,5,5,30,1655.0,165.5
374,AW00011373,Carly Luo,,50 and above,New,2013-08-27,154,1,38,3,3,0,38.0,38.0
375,AW00011374,Jimmy Ortega,,50 and above,New,2013-04-15,158,1,69,3,3,0,69.0,69.0
376,AW00011375,Francisco Martinez,,50 and above,New,2013-10-17,152,1,14,2,2,0,14.0,14.0
377,AW00011376,Lance Vazquez,,50 and above,New,2013-10-15,152,1,78,2,2,0,78.0,78.0
378,AW00011377,David Robinett,,50 and above,New,2013-02-28,160,1,84,3,3,0,84.0,84.0
379,AW00011378,Shannon Liang,,50 and above,New,2013-02-14,160,2,4436,4,4,4,2218.0,1109.0
380,AW00011379,Gary Vazquez,,50 and above,New,2013-02-26,160,2,4426,4,4,4,2213.0,1106.5
381,AW00011380,Mitchell Kumar,,50 and above,VIP,2013-02-03,160,2,5838,6,6,16,2919.0,364.88
382,AW00011381,Meredith Raman,,50 and above,VIP,2013-08-18,154,3,8161,5,5,26,2720.33,313.88
383,AW00011382,Edward Patterson,,50 and above,New,2013-02-16,160,2,4344,2,2,3,2172.0,1448.0
384,AW00011383,Marie Gill,,50 and above,New,2014-01-01,149,1,49,3,3,0,49.0,49.0
385,AW00011384,Tiffany Wang,,50 and above,New,2013-08-02,154,1,49,3,3,0,49.0,49.0
386,AW00011385,Miguel Allen,,50 and above,New,2013-07-06,155,1,14,2,2,0,14.0,14.0
387,AW00011386,Jaclyn Cai,,50 and above,New,2013-11-02,151,1,69,3,3,0,69.0,69.0
388,AW00011387,Megan Ramirez,,50 and above,VIP,2013-04-01,158,3,6959,6,6,21,2319.67,331.38
389,AW00011388,Joseph Martin,,50 and above,VIP,2013-04-26,158,3,6987,7,7,21,2329.0,332.71
390,AW00011389,Karl Shan,,50 and above,New,2013-11-17,151,1,69,3,3,0,69.0,69.0
391,AW00011390,Christine Raji,,50 and above,New,2013-11-07,151,1,49,3,3,0,49.0,49.0
392,AW00011391,Lindsay Xie,,50 and above,New,2013-10-26,152,1,34,2,2,0,34.0,34.0
393,AW00011392,Willie Zhao,,50 and above,New,2013-03-29,159,1,29,1,1,0,29.0,29.0
394,AW00011393,Kurt Pal,,50 and above,New,2013-07-16,155,1,14,2,2,0,14.0,14.0
395,AW00011394,George McDonald,,50 and above,VIP,2013-08-02,154,3,8162,7,7,25,2720.67,326.48
396,AW00011395,Beth Gutierrez,,50 and above,VIP,2013-02-20,160,2,5730,3,3,15,2865.0,382.0
397,AW00011396,Ian Lopez,,50 and above,New,2013-10-26,152,1,29,1,1,0,29.0,29.0
398,AW00011397,Latoya Shan,,50 and above,New,2013-07-07,155,1,38,3,3,0,38.0,38.0
399,AW00011398,Colin Nath,,50 and above,VIP,2013-08-02,154,3,8114,4,4,25,2704.67,324.56
400,AW00011399,Brenda Mehta,,50 and above,New,2013-04-13,158,1,14,2,2,0,14.0,14.0
401,AW00011400,Franklin Raji,,50 and above,VIP,2013-07-19,155,3,6968,8,7,24,2322.67,290.33
402,AW00011401,Linda Navarro,,50 and above,New,2013-03-08,159,3,5020,6,6,5,1673.33,1004.0
403,AW00011402,Kelli Cai,,50 and above,New,2013-04-02,158,3,5059,10,9,5,1686.33,1011.8
404,AW00011403,Nancy Schmidt,,50 and above,New,2013-05-28,157,3,5032,9,9,7,1677.33,718.86
405,AW00011404,Megan Taylor,,50 and above,New,2013-02-10,160,1,34,2,2,0,34.0,34.0
406,AW00011405,Bonnie Goel,,50 and above,New,2013-03-31,159,1,54,1,1,0,54.0,54.0
407,AW00011406,Latoya Xu,,50 and above,New,2013-02-09,160,2,4415,6,6,3,2207.5,1471.67
408,AW00011407,Mario She,,50 and above,New,2013-06-23,156,1,54,1,1,0,54.0,54.0
409,AW00011408,Darren Gill,,50 and above,New,2013-03-05,159,1,34,3,3,0,34.0,34.0
410,AW00011409,Jacqueline Hayes,,50 and above,New,2013-01-28,161,2,4444,5,5,2,2222.0,2222.0
411,AW00011410,Maurice Goel,,50 and above,New,2013-02-04,160,2,4464,5,5,3,2232.0,1488.0
412,AW00011411,Devin Ross,,50 and above,New,2013-08-04,154,1,38,3,3,0,38.0,38.0
413,AW00011412,Sydney Bryant,,50 and above,VIP,2013-10-11,152,4,9880,11,10,23,2470.0,429.57
414,AW00011413,Megan Stewart,,50 and above,VIP,2013-09-05,153,4,7190,11,10,25,1797.5,287.6
415,AW00011414,Ian Richardson,,50 and above,VIP,2013-09-15,153,4,7191,10,10,25,1797.75,287.64
416,AW00011415,Randy She,,50 and above,New,2013-08-16,154,1,14,2,2,0,14.0,14.0
417,AW00011416,Katrina Becker,,50 and above,New,2013-05-05,157,3,4928,5,4,6,1642.67,821.33
418,AW00011417,Lacey Zheng,,50 and above,VIP,2013-12-15,150,7,11248,17,14,13,1606.86,865.23
419,AW00011418,Rafael Hu,,50 and above,New,2013-12-17,150,1,40,2,2,0,40.0,40.0
420,AW00011419,Kyle Scott,,50 and above,New,2013-06-27,156,2,231,6,6,3,115.5,77.0
421,AW00011420,Jordan Turner,,50 and above,VIP,2013-11-29,151,7,11200,17,16,12,1600.0,933.33
422,AW00011421,Amy Sun,,50 and above,VIP,2013-10-09,152,4,9780,4,4,23,2445.0,425.22
423,AW00011422,Dustin Deng,,50 and above,VIP,2013-11-03,151,4,7075,10,10,27,1768.75,262.04
424,AW00011423,Jasmine Stewart,,50 and above,VIP,2013-10-20,152,4,9905,10,10,22,2476.25,450.23
425,AW00011424,Pamela Garcia,,50 and above,New,2013-04-21,158,1,44,2,2,0,44.0,44.0
426,AW00011425,Ariana Gray,,50 and above,VIP,2013-12-21,150,6,10528,15,15,13,1754.67,809.85
427,AW00011426,Kristopher Mehta,,50 and above,New,2013-04-09,158,1,35,1,1,0,35.0,35.0
428,AW00011427,Desiree Dominguez,,50 and above,VIP,2013-10-20,152,4,9918,9,8,22,2479.5,450.82
429,AW00011428,Deanna Perez,,50 and above,VIP,2013-10-22,152,4,9954,12,12,22,2488.5,452.45
430,AW00011429,Marco Lopez,,50 and above,VIP,2013-12-24,150,6,10468,17,14,12,1744.67,872.33
431,AW00011430,Casey Yuan,,50 and above,New,2013-03-19,159,1,85,2,2,0,85.0,85.0
432,AW00011431,Bryant Garcia,,50 and above,VIP,2013-09-30,153,4,9913,11,8,21,2478.25,472.05
433,AW00011432,Dominique Prasad,,50 and above,VIP,2013-12-25,150,6,9330,16,15,12,1555.0,777.5
434,AW00011433,Maurice Shan,,50 and above,New,2013-09-14,153,6,12914,13,12,9,2152.33,1434.89
435,AW00011434,Andre Lopez,,50 and above,New,2013-07-15,155,2,70,4,4,1,35.0,70.0
436,AW00011435,Robin Romero,,50 and above,New,2014-01-04,149,1,35,1,1,0,35.0,35.0
437,AW00011436,Taylor Cox,,50 and above,New,2013-06-19,156,2,81,4,4,1,40.5,81.0
438,AW00011437,Alfredo Moreno,,50 and above,New,2013-12-19,150,1,54,1,1,0,54.0,54.0
439,AW00011438,Jenny Nara,,50 and above,New,2013-02-05,160,1,35,1,1,0,35.0,35.0
440,AW00011439,Janet Munoz,,50 and above,New,2013-10-20,152,6,12488,14,12,11,2081.33,1135.27
441,AW00011440,Sergio Weber,,50 and above,New,2013-03-27,159,1,78,2,2,0,78.0,78.0
442,AW00011441,Erika Gomez,,50 and above,New,2014-01-08,149,1,44,2,2,0,44.0,44.0
443,AW00011442,Joseph Harris,,50 and above,New,2013-09-29,153,1,35,1,1,0,35.0,35.0
444,AW00011443,Grace Griffin,,50 and above,VIP,2013-10-01,152,3,8235,8,8,28,2745.0,294.11
445,AW00011444,Tina Mehta,,50 and above,VIP,2013-06-02,156,3,8136,5,5,24,2712.0,339.0
446,AW00011445,Kari Kim,,50 and above,VIP,2013-06-28,156,3,8098,5,5,24,2699.33,337.42
447,AW00011446,Bethany Chander,,50 and above,VIP,2013-06-21,156,3,8237,7,6,24,2745.67,343.21
448,AW00011447,Jennifer Roberts,,50 and above,VIP,2013-05-31,157,3,8078,6,6,23,2692.67,351.22
449,AW00011448,Kyle Patterson,,50 and above,VIP,2013-06-21,156,3,8132,7,7,24,2710.67,338.83
450,AW00011449,Alvin Hu,,50 and above,VIP,2013-06-24,156,3,8130,7,7,24,2710.0,338.75
451,AW00011450,Brett Mehta,,50 and above,VIP,2013-06-17,156,3,8173,9,9,24,2724.33,340.54
452,AW00011451,Ruben Mu├▒oz,,50 and above,VIP,2013-06-05,156,3,8250,9,9,23,2750.0,358.7
453,AW00011452,Erika Rubio,,50 and above,VIP,2013-06-12,156,3,8183,5,5,23,2727.67,355.78
454,AW00011453,Stanley Malhotra,,50 and above,VIP,2013-06-19,156,3,8177,6,6,23,2725.67,355.52
455,AW00011454,Melinda Navarro,,50 and above,VIP,2013-06-18,156,3,8089,4,4,23,2696.33,351.7
456,AW00011455,Ross Sanz,,50 and above,VIP,2013-05-31,157,3,8142,5,5,22,2714.0,370.09
457,AW00011456,Jon Gao,,50 and above,VIP,2013-05-31,157,3,8224,11,10,22,2741.33,373.82
458,AW00011457,Jaime Gutierrez,,50 and above,VIP,2013-06-01,156,3,8211,10,9,23,2737.0,357.0
459,AW00011458,Bianca Liu,,50 and above,New,2014-01-18,149,3,97,7,7,10,32.33,9.7
460,AW00011459,Tasha Deng,,50 and above,VIP,2013-06-18,156,3,8141,5,5,23,2713.67,353.96
461,AW00011460,Melvin Chande,,50 and above,VIP,2013-06-10,156,3,8137,6,6,23,2712.33,353.78
462,AW00011461,Victor Jimenez,,50 and above,VIP,2013-07-21,155,3,8089,4,4,24,2696.33,337.04
463,AW00011462,Laura Lin,,50 and above,VIP,2013-07-25,155,3,8116,5,5,24,2705.33,338.17
464,AW00011463,Alisha Beck,,50 and above,New,2013-12-13,150,3,48,4,4,9,16.0,5.33
465,AW00011464,Alejandro Huang,,50 and above,VIP,2013-07-01,155,3,8128,7,7,24,2709.33,338.67
466,AW00011465,Louis Luo,,50 and above,VIP,2013-07-13,155,3,8158,4,4,24,2719.33,339.92
467,AW00011466,Grant Tang,,50 and above,New,2013-08-21,154,3,90,7,7,3,30.0,30.0
468,AW00011467,Arturo Zheng,,50 and above,New,2014-01-02,149,3,56,5,4,6,18.67,9.33
469,AW00011468,Jaclyn Andersen,,50 and above,VIP,2013-08-21,154,3,6960,4,4,24,2320.0,290.0
470,AW00011469,Edwin Raji,,50 and above,New,2013-08-09,154,1,25,2,2,0,25.0,25.0
471,AW00011470,Jay Suarez,,50 and above,Regular,2013-02-21,160,2,4344,2,1,13,2172.0,334.15
472,AW00011471,Latasha Suarez,,50 and above,New,2013-05-17,157,1,54,1,1,0,54.0,54.0
473,AW00011472,Kenneth Kumar,,50 and above,VIP,2013-10-26,152,3,8165,6,6,27,2721.67,302.41
474,AW00011473,Grace Henderson,,50 and above,New,2013-06-02,156,1,63,2,2,0,63.0,63.0
475,AW00011474,Melvin Xu,,50 and above,New,2013-09-26,153,1,49,3,3,0,49.0,49.0
476,AW00011475,Cesar Subram,,50 and above,New,2013-04-23,158,1,69,4,4,0,69.0,69.0
477,AW00011476,Erika Navarro,,50 and above,New,2013-11-01,151,1,54,1,1,0,54.0,54.0
478,AW00011477,Tristan Hughes,,50 and above,New,2013-09-25,153,1,35,1,1,0,35.0,35.0
479,AW00011478,Billy Hernandez,,50 and above,New,2013-04-19,158,1,54,1,1,0,54.0,54.0
480,AW00011479,Darryl Wu,,50 and above,New,2013-05-24,157,3,4970,9,9,5,1656.67,994.0
481,AW00011480,Colleen Ma,,50 and above,New,2013-07-25,155,3,4935,7,6,7,1645.0,705.0
482,AW00011481,Erica Hu,,50 and above,Regular,2013-04-21,158,3,4978,6,6,15,1659.33,331.87
483,AW00011482,Adrienne Torres,,50 and above,VIP,2013-09-10,153,3,8143,5,5,24,2714.33,339.29
484,AW00011483,Calvin Chande,,50 and above,New,2013-07-19,155,3,4966,4,3,7,1655.33,709.43
485,AW00011484,Erick Sai,,50 and above,Regular,2013-03-30,159,3,4985,6,6,14,1661.67,356.07
486,AW00011485,Donald Chandra,,50 and above,VIP,2013-09-12,153,3,7049,7,7,24,2349.67,293.71
487,AW00011486,Ariana Rogers,,50 and above,New,2013-11-24,151,1,35,1,1,0,35.0,35.0
488,AW00011487,Morgan Jones,,50 and above,New,2013-12-15,150,1,54,1,1,0,54.0,54.0
489,AW00011488,Jermaine Lopez,,50 and above,VIP,2013-08-30,154,3,8090,5,5,22,2696.67,367.73
490,AW00011489,Deborah Goel,,50 and above,VIP,2013-09-28,153,3,8127,7,7,23,2709.0,353.35
491,AW00011490,Danny Rubio,,50 and above,New,2013-04-04,158,1,54,1,1,0,54.0,54.0
492,AW00011491,Andre Perez,,50 and above,VIP,2013-09-07,153,3,8158,7,7,22,2719.33,370.82
493,AW00011492,Terrence Chander,,50 and above,Regular,2013-02-19,160,2,4404,3,3,12,2202.0,367.0
494,AW00011493,Dawn Wu,,50 and above,VIP,2013-09-12,153,3,6959,6,6,22,2319.67,316.32
495,AW00011494,Jimmy Gutierrez,,50 and above,VIP,2013-09-30,153,3,6974,5,5,21,2324.67,332.1
496,AW00011495,Francis Jimenez,,50 and above,New,2013-10-26,152,1,14,2,2,0,14.0,14.0
497,AW00011496,Gary Ortega,,50 and above,VIP,2013-11-05,151,3,7014,7,7,24,2338.0,292.25
498,AW00011497,Katrina Nath,,50 and above,New,2013-11-04,151,1,35,1,1,0,35.0,35.0
499,AW00011498,Arturo Sun,,50 and above,New,2014-01-09,149,16,560,30,18,11,35.0,50.91
500,AW00011499,Pedro Vance,,50 and above,New,2013-06-29,156,2,192,6,6,2,96.0,96.0
501,AW00011500,Sarah Simmons,,50 and above,Regular,2014-01-10,149,16,653,30,23,12,40.81,54.42
502,AW00011501,Brandy Chandra,,50 and above,New,2014-01-22,149,16,871,33,23,10,54.44,87.1
503,AW00011502,Jared Peterson,,50 and above,Regular,2014-01-27,149,16,1020,42,25,12,63.75,85.0
504,AW00011503,Dennis Wu,,50 and above,New,2013-12-08,150,2,61,3,3,7,30.5,8.71
505,AW00011504,Jordan Baker,,50 and above,New,2013-05-03,157,2,44,4,3,0,22.0,44.0
506,AW00011505,Jasmine Powell,,50 and above,New,2013-12-24,150,16,845,36,22,10,52.81,84.5
507,AW00011506,Nicholas Brown,,50 and above,New,2014-01-22,149,16,748,36,24,10,46.75,74.8
508,AW00011507,Isabella Russell,,50 and above,New,2014-01-20,149,16,651,31,20,11,40.69,59.18
509,AW00011508,Elizabeth Wilson,,50 and above,New,2013-05-14,157,2,77,4,4,0,38.5,77.0
510,AW00011509,Roger Harui,,50 and above,New,2013-07-29,155,1,196,3,3,0,196.0,196.0
511,AW00011510,Seth Roberts,,50 and above,New,2013-12-26,150,5,257,16,14,9,51.4,28.56
512,AW00011511,Caleb Perry,,50 and above,New,2013-03-13,159,1,35,1,1,0,35.0,35.0
513,AW00011512,Natalie Campbell,,50 and above,New,2013-12-28,150,1,2320,1,1,0,2320.0,2320.0
514,AW00011513,Alyssa Howard,,50 and above,New,2013-06-08,156,1,863,5,5,0,863.0,863.0
515,AW00011514,Dalton Diaz,,50 and above,New,2013-06-24,156,1,40,2,2,0,40.0,40.0
516,AW00011515,Shannon Huang,,50 and above,VIP,2013-04-20,158,2,5930,4,4,20,2965.0,296.5
